PRODUCT_ID,LOCATION_ID,CUSTOMER_ID,DISTR_CHANNEL_ID,start_dt,end_dt,status,MODIFIED_DTTM,delete_flg
9000271526,5637149102,,,01AUG2017,02SEP2020,active,28MAY2021:14:34:36,0
9000271526,5637149122,,,01AUG2017,02SEP2020,active,28MAY2021:14:34:36,0
9000271526,5637149138,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637149154,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637149238,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637149282,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637149414,,,01AUG2017,31JUL2019,out of sale,28MAY2021:14:34:36,0
9000271526,5637149414,,,25OCT2019,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637149442,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637149542,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637149835,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637149921,,,01AUG2017,01AUG2020,active,28MAY2021:14:34:36,0
9000271526,5637150141,,,01AUG2017,02SEP2020,active,28MAY2021:14:34:36,0
9000271526,5637150141,,,01NOV2020,31DEC2154,will be active,28MAY2021:14:34:36,0
9000271526,5637151351,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637151675,,,01AUG2017,27JUN2019,out of sale,28MAY2021:14:34:36,0
9000271526,5637151675,,,06SEP2019,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637151774,,,01AUG2017,05JAN2020,out of sale,28MAY2021:14:34:36,0
9000271526,5637151774,,,29FEB2020,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,7000006770,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,7000010505,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,9000026250,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,9000026255,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,9000034500,,,01AUG2017,02APR2018,out of sale,28MAY2021:14:34:36,0
9000271526,9000034500,,,07APR2018,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,9000048775,,,07SEP2017,22AUG2019,out of sale,28MAY2021:14:34:36,0
9000271526,9000050250,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,9000051000,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,9000066000,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,9000099755,,,27DEC2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,9000102750,,,16JUL2018,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,9000102755,,,10DEC2019,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,9000102760,,,30JUN2018,31DEC2154,active,28MAY2021:14:34:36,0
