PRODUCT_ID,LOCATION_ID,PERIOD_DT,STOCK_QTY,MODIFIED_DTTM,DELETE_FLG
9000400501,5637145681,08MAR2020,420,28MAY2021:14:34:35,0
9000400501,9000099755,08MAR2020,908,28MAY2021:14:34:35,0
9000400501,5637147254,08MAR2020,503,28MAY2021:14:34:35,0
9000400501,5637146288,08MAR2020,874,28MAY2021:14:34:35,0
9000400501,5637149122,08MAR2020,786,28MAY2021:14:34:35,0
9000400501,9000026255,08MAR2020,946,28MAY2021:14:34:35,0
9000400501,5637149154,08MAR2020,659,28MAY2021:14:34:35,0
9000400501,9000034500,04MAR2020,990,28MAY2021:14:34:35,0
9000400501,5637144625,04MAR2020,976,28MAY2021:14:34:35,0
9000400501,5637149414,04MAR2020,1922,28MAY2021:14:34:35,0
9000400501,5637148190,06MAR2020,345,28MAY2021:14:34:35,0
9000400501,5637149238,06MAR2020,451,28MAY2021:14:34:35,0
9000400501,5637145510,06MAR2020,929,28MAY2021:14:34:35,0
9000400501,9000026250,06MAR2020,957,28MAY2021:14:34:35,0
9000400501,5637149014,03MAR2020,1006,28MAY2021:14:34:35,0
9000400501,5637147254,03MAR2020,520,28MAY2021:14:34:35,0
9000400501,9000132755,03MAR2020,515,28MAY2021:14:34:35,0
9000400501,9000132750,03MAR2020,995,28MAY2021:14:34:35,0
9000400501,5637146285,10MAR2020,978,28MAY2021:14:34:35,0
9000400501,9000034500,10MAR2020,964,28MAY2021:14:34:35,0
9000400501,5637147471,10MAR2020,428,28MAY2021:14:34:35,0
9000400501,5637149442,01MAR2020,945,28MAY2021:14:34:35,0
9000400501,5637146282,01MAR2020,988,28MAY2021:14:34:35,0
9000400501,5637144625,16MAR2020,1008,28MAY2021:14:34:35,0
9000400501,5637149442,18MAR2020,637,28MAY2021:14:34:35,0
9000400501,9000132755,12MAR2020,505,28MAY2021:14:34:35,0
9000400501,5637146288,12MAR2020,857,28MAY2021:14:34:35,0
9000400501,5637149122,09MAR2020,772,28MAY2021:14:34:35,0
9000400501,9000099755,25MAR2020,989,28MAY2021:14:34:35,0
9000400501,5637150141,09MAR2020,815,28MAY2021:14:34:35,0
